Timestamp,Gmtoffset,Datetime,Open,High,Low,Close,Volume
1598469660,-7.0,2020-08-26 12:21:00,7.93,7.93,7.93,7.93,100
1598469780,-7.0,2020-08-26 12:23:00,7.94,7.94,7.94,7.94,400
1598469840,-7.0,2020-08-26 12:24:00,7.94,7.94,7.94,7.94,100
1598469900,-7.0,2020-08-26 12:25:00,7.93,7.93,7.93,7.93,200
1598469960,-7.0,2020-08-26 12:26:00,7.94,7.94,7.94,7.94,305
1598470020,-7.0,2020-08-26 12:27:00,7.955,7.97,7.955,7.97,400
1598470140,-7.0,2020-08-26 12:29:00,7.96,7.96,7.96,7.96,100
1598470260,-7.0,2020-08-26 12:31:00,7.95,7.95,7.95,7.95,300
1598470320,-7.0,2020-08-26 12:32:00,7.95,7.95,7.95,7.95,2000
1598470440,-7.0,2020-08-26 12:34:00,7.94,7.94,7.94,7.94,199
1598470560,-7.0,2020-08-26 12:36:00,7.95,7.95,7.95,7.95,198
1598470620,-7.0,2020-08-26 12:37:00,7.95,7.95,7.95,7.95,200
1598470740,-7.0,2020-08-26 12:39:00,7.95,7.95,7.95,7.95,200
1598470860,-7.0,2020-08-26 12:41:00,7.96,7.96,7.96,7.96,397
1598470980,-7.0,2020-08-26 12:43:00,7.96,7.96,7.96,7.96,100
